PCF ID,Hierarchy ID,Name,Difference Index,Change Details,Metrics Available?,Element Description
11784,3.5.3.5,Validate with strategy/business plans,0,,N,"Assessing the business strategy, forecasted performance, financing and cash flow of the proposals."
11785,3.5.3.6,Understand customer business and requirements,0,,N,Deepening knowledge about the customer's field of operation and business needs.
20015,3.5.3.7,Develop solution and delivery approach,0,,N,Creating a plan with detailed steps about how produce and deliver the goods or services.
11787,3.5.3.8,Identify staffing requirements,0,,N,Determining the needs for internal resources and vacancies.
11788,3.5.3.9,Develop pricing and scheduling estimates,0,,N,"Establishing predicted delivery costs, fees and timelines."
11789,3.5.3.10,Conduct profitability analysis,0,,N,Reviewing profitability data. Analyze systematically all relevant metrics and parameters. Report findings and make recommendations for changes to operational strategies.
20016,3.5.3.11,Manage internal reviews,0,,N,Overseeing the internal review process.
20017,3.5.3.12,Manage internal approvals,0,,N,Obtaining required company-internal authorizations.
11790,3.5.3.13,Submit/present bid/proposal/quote to customer,0,,N,Delivering the proposal to the potential client.
20018,3.5.3.14,Revise bid/proposal/quote,0,,N,"Amending bids, proposals or quotes with more accurate time, cost or delivery estimates. "
11793,3.5.3.15,Manage notification outcome,0,,N,Handling proposals depending on whether they were accepted or rejected.
10185,3.5.4,Manage sales orders,1,11518,Y,"Taking, receiving, processing, and acknowledging new customer orders or amendments to outstanding customer orders. Monitoring status from order receipt to customer delivery/customer invoicing."
10194,3.5.4.1,Accept and validate sales orders,0,,Y,Receiving and confirming orders from customers. Verify that no extra expenses have to be disbursed on part of the organization for labor or inventory when processing the order. 
10195,3.5.4.2,Collect and maintain account information,0,,Y,"Collecting and maintaining all account information. Collect information about the purchase, servicing, return, and/or commitment of any products/services on part of the organization to its customers. Bring together information from various organizational divisions, and update periodically."
10201,3.5.4.2.1,Administer key account details,0,,N,Managing essential information of customer accounts.
10202,3.5.4.2.2,Retrieve full customer details,0,,N,Obtaining detailed information about customers.
10203,3.5.4.2.3,Modify involved party details,0,,N,Altering information about involved parties.
10204,3.5.4.2.4,Record address details,0,,N,Documenting address information.
10205,3.5.4.2.5,Record contact details,0,,N,Documenting contact information.
10206,3.5.4.2.6,Record key customer communication profile details,0,,N,Providing information about important business rules regarding communicating with customers.
10207,3.5.4.2.7,Review involved party information,0,,N,Revising information about involved parties.
10208,3.5.4.2.8,Terminate involved party information,0,,N,Dismissing information about involved parties.
10196,3.5.4.3,Determine availability,0,,Y,"Ascertaining the volume or scale of products/services to provide to customers to fulfill sales orders. Check the finished products stored in warehouses, the production capacity, and (in the case of services) the processing speed, as well as work force availability."
10197,3.5.4.4,Determine fulfillment process,0,,Y,Devising a blueprint for order fulfillment. Create a schematic flow encompassing all activities to deliver orders to the customers. Outline a procedure for satisfying these orders by answering questions about what needs to happen in sequence to realize an order.
10199,3.5.4.5,Process back orders and updates,0,,N,"Processing any unfulfilled orders, and updating the status of any orders that have been accepted and are being attended to. Deliver on any purchase orders that remain unserviced due to temporary unavailability of the product/service. Manage any updates to the sales orders. Revise their status in the order system."
10200,3.5.4.6,Handle sales order inquiries including post-order fulfillment transactions,0,,N,"Attending to any queries received from the customers, even after a sales order has been serviced. Deploy ad hoc personnel for managing these enquiries."
11518,3.5.4.7,Provide product tracking,1,NEW,N,"Providing visibility into the status and progress of products associated with customer orders to support order fulfillment, customer communication, and issue resolution."
10187,3.5.5,Manage sales partners and alliances,0,,Y,"Managing the organization's partners and alliances, with the objective of maximizing revenue. Train partners regarding the organization's portfolio of products/services. Craft sales forecasts. Examine their performance. Manage all data held by the organization on these partners."
10211,3.5.5.1,Provide sales and product/service training to sales partners/alliances,0,,N,Imparting guidance and instruction to sales partners/alliances concerning products/services. Distribute literature about the organization's products/services. Conduct workshops. Disseminate useful media content to engage and enlighten partners. Create communities through group engagements.
20019,3.5.5.1.1,Provide certification enablement training,0,,N,Provide training and certification to develop strategies for marketing-driven sales.
20020,3.5.5.1.2,Manage certifications and skills,0,,N,"Reviewing, processing and issuing certifications and accrediting skills and competencies."
20021,3.5.5.1.3,Provide support to partners/alliances,0,,N,Backing sales partners and strategic alliances.
18641,3.5.5.2,Provide marketing materials to sales partners/alliances,0,,N,Distributing marketing materials and sales brochures to entities that the company partners with.
10214,3.5.5.3,Evaluate partner/alliance results,0,,N,"Examining the performance of its partners/alliances in selling its products/services. Use metrics such as growth in revenue generated, conversion rate, and total outreach to customers for assessing the performance results."
14209,3.5.5.4,Manage sales partner/alliance master data,0,,N,"Managing the repository of data relating to the organization's partners/alliances over time. Store, maintain, access, revise, and use all data on partners/alliances. Manage data. Ensure its security. Determine legitimate use cases that are beneficial to the organization."
21427,3.5.6,Perform sales at physical outlets,0,,Y,Execution of sales at physical / brick and mortar locations.  
21428,3.5.7,Perform field sales,0,,Y,Execution of sales within field/remote locations.  This could be any location that is not part of a headquarters location. 
21429,3.5.8,Perform digital sales,0,,Y,Execution of sales in an online environment.
20022,4,Manage Supply Chain for Physical Products,27,,Y,"Performing supply chain activities include planning supply chain, procuring materials and services, and managing logistics."
10215,4.1,Plan for and align supply chain resources,0,,Y,Creating strategies for production and materials. Handle the demand for the products of the organization. Develop plans for handling materials. Develop and administer the schedule for master production. Plan for distribution requirements and its constraints by reviewing and assessing distribution policies and performance and by establishing quality standards and procedures. 
10221,4.1.1,Develop production and materials strategies,0,,Y,"Creating strategies for production processes, as well as the process of managing materials. Define production and supply constraints. Design a blueprint of the workplace. Establish rules and regulations regarding the employees, outsourcing of services, and the expenditure to be incurred on the manufacturing capital."
10229,4.1.1.1,Define manufacturing goals,0,,N,Creating quantifiable strategic objectives for each manufacturing segment in conjunction with sales projections.
10230,4.1.1.2,Define labor and materials policies,0,,N,Setting up internal rules and regulations regarding the employees and the materials.
10231,4.1.1.3,Define outsourcing policies,0,,N,Creating rules and regulations regarding contracting out of a business process to another party in order to reduce costs.
10232,4.1.1.4,Define capital expense policies,0,,N,Designing rules and regulations pertaining to the expenditure incurred in acquiring or upgrading the existing stock of manufacturing capital. 
10233,4.1.1.5,Define capacities,0,,N,Outlining the manufacturing and processing capacities of the organization. Delineate the capabilities required for optimizing output with available resources. Analyze capabilities possessed by the organization concerning the raw materials required and the process necessitated for producing finished products. 
10234,4.1.1.6,Define production network and supply constraints,0,,N,"Defining limitations in the ability of the organization's supply chain to deliver a new stock, and creating a network of production stakeholders. Frame and manage relationships within the flow of manufacturing and processing operations. Identify probable supply issues."
14193,4.1.1.7,Define production process,0,,N,"Outlining the scheme of processing inventory into finished products/services. This includes the use of raw materials, machinery, skill sets, and knowledge to create new offerings."
19551,4.1.1.8,Define standard operating procedures,0,,N,"Establishing or prescribing methods to be followed routinely for the performance of designated operations or in designated situations. This may include step-by-step instructions to help workers carry out complex routine operations. The goal is to improve efficiency, quality, and uniformity of performance, while reducing miscommunication, failure, or rework."
14194,4.1.1.9,Define production workplace layout and infrastructure,0,,Y,"Determining the floor plans for the processing facility that is meant for delivering finished products/services. Identify the totality of infrastructure needed for using this space in the manufacturing process, including machinery, factory floors, offices, and furniture."
10222,4.1.2,Manage demand for products,0,,Y,"Forecasting demand for products using secondary research and customer feedback. Refine these forecasts. Inspect the approach used in creating forecasts, and determine its accuracy."
10235,4.1.2.1,Develop baseline demand forecasts,0,,N,"Identify the bedrock levels of market demand anticipated for the organization's products/services. Estimate future demand for product and services using historical data, analysis of the market environment and any externalities, etc. to create ex ante approximations. This includes operation planning."
10236,4.1.2.2,Collaborate demand with customers,0,,N,"Working closely with the organization's customers to understand their drives and behavior, with the objective of estimating future demand. Reach out to customers through various means to understand their behavior patterns, usage elasticity, and degree of variability--and ultimately determine demand for each offering."
10237,4.1.2.3,Develop demand consensus forecast,0,,N,Arriving at a consensus over the forecasted levels of demand for products/services. Consensus is achieved by juxtaposing decisions developed in the baseline forecast with those reached at by collaborating with customers. Enlist senior-level decision makers of the sales and marketing functions.
10238,4.1.2.4,Determine available to promise,0,,N,Identify the volume of products/services that may be committed for delivery to fulfill sales. Figure out the amount of stock available. Forecast its volumes.
10239,4.1.2.5,Monitor activity against demand forecast and revise forecast,0,,N,"Picking out any activity that deviates from the forecast, and adjusting it. Closely track and study the levels of demand as they emerge. Refine the consensus forecast as needed."
10240,4.1.2.6,Evaluate and revise demand forecasting approach,0,,N,Examining the methodology used to estimate future demand. Refine it in light of current market realities and demand.
10241,4.1.2.7,Measure demand forecast accuracy,0,,Y,Calculating and inspecting the accuracy of demand forecasts. Use metrics to check the reliability of the forecasts created. 
10223,4.1.3,Create materials plan,0,,Y,"Developing a scheme that allows for advance planning for the availability of raw materials and spares. Start with an unconstrained plan, and refine based on supply chain realities by identifying critical materials required for production, checking material specifications, and collaborating with all vendors over the supply."
10242,4.1.3.1,Create unconstrained plan,0,,N,Developing a plan for raw materials and other inventory items in order to meet market demand. Ensure the availability of all inventory items such as raw materials and spares. Create a blueprint in line with Define labor and materials policies [10230]. 
10243,4.1.3.2,Collaborate with supplier and contract manufacturers,0,,N,"Collaborating with vendors and contractual manufacturers with the objective of ensuring a continual supply of raw materials and spares. Leverage long-term connections/relationships with various suppliers, and cultivate new ones. Track the activities of all vendors. Receive regular updates to prepare for any fluctuations in supply."
10244,4.1.3.3,Identify critical materials and supplier capacity,0,,N,"Identifying principal materials needed for the manufacturing process and the levels of supply that may be ensured for them. Determine the essential and crucial inventory items required for the smooth functioning of all manufacturing processes. Estimate the average, peak, and baseline capacities of various vendors and suppliers. Establish the capability of individual suppliers from the market and the vendors."
10245,4.1.3.4,Monitor material specifications,0,,N,"Observing and surveying all inventory items in order to check for the veracity of their specifications. Monitor various attributes and characteristics for respective inventory items such as density, volume, and size, as well as contextualized specifications particular to the respective materials."
10246,4.1.3.5,Generate constrained plan,0,,N,Generating a bounded plan that takes stock of the actual supply chain scenario. Take stock of all information collected while creating an inventory supply plan. 
14196,4.1.3.6,Define production balance and control,0,,N,"Defining an equitable volume for the production of products/services that adheres to an equilibrium value, and creating a scheme of control for processing items. Create schematics for systematically planning, coordinating, and directing the manufacturing activities in line with the production balance determined."
10224,4.1.4,Create and manage master production schedule,0,,Y,"Taking care of the master production plan. The master production includes creation and implementation of the site-level production plan, as well as management of the inventory that is currently in the production process."
20023,4.1.4.1,Model production network to enable simulation and optimization,0,,N,"Create representative logical system that provides the framework to attain strategic objectives based on resources, product volumes, and processes. Provides the general sequential flow and capacity requirement relationships among raw materials, parts, resources, finished products, and product families. "
20024,4.1.4.2,Create master production schedule,0,,N,"Creating  the plan for internal activities such as production, inventory, and staffing. Include forecasted quantity of items to produce based on inputs from sales planning, demand planning/forecasting, and supply chain partners."
17041,4.1.4.3,Maintain master production schedule,0,,N,"Supervising and overseeing the plan for internal activities such as production, inventory, and staffing. Set the quantity of items to produce each week of a short-range planning horizon."
17042,4.1.5,Plan distribution requirements,0,,Y,"Maintaining master data of finished products and inventory. Identify the requirements of finished products at the destination, as well as partner requirements. Calculate the consolidation at source. Manage replenishment planning. Create and administer a dispatch plan. Calculate load plans for destinations and partners. Manage the cost of supplying these products. Ensure effective utilization of capacity."
10252,4.1.5.1,Maintain master data,0,,Y,"Maintaining and preserving the master data plan for distribution requirements. Create a systematic collection of facts and figures regarding the distribution of the inventories. Maintain policies, processes, and tools covering the distribution function."
10253,4.1.5.2,Determine finished goods inventory requirements at destination,0,,N,Interact with the concerned person at the destination to validate the requirements and to avoid any miscommunication of information.
19555,4.1.5.3,Determine product storage facility requirements,0,,N,"Evaluate constraints, needs, parameters, and conditions for physical storage and retrieval of components or products for future use or shipment in a storage facility within a certain timeframe."
10254,4.1.5.4,Calculate requirements at destination,0,,N,Interact with the concerned authority at the destination to reach a specific figure that correctly represents requirements.
10255,4.1.5.5,Calculate consolidation at source,0,,N,"Determining the aggregate volume of products/services consolidated at the source. Calculate the number of finished products that are ready to be delivered to the customers, particularly at one date."
10256,4.1.5.6,Manage collaborative replenishment planning,0,,N,Administering the plan for collaborative replenishment of goods. Replenish inventory by creating a plan in case of faulty production.
10258,4.1.5.7,Calculate and optimize destination dispatch plan,0,,N,Estimating the timing and duration of the delivery of the inventory from the source to the destination. Plan the logistic details of all the distribution routes and activities.
10259,4.1.5.8,Manage dispatch plan attainment,0,,N,"Accomplishing the dispatch plan. Strictly follow the schedule, and adjust for deviations. Coordinate with the concerned authorities at various destinations."
10260,4.1.5.9,Calculate and optimize destination load plans,0,,N,Evaluating the plans for delivering loads to destinations. Create a systematic plan that specifies the load plans for every single destination.
10261,4.1.5.10,Manage partner load plan,0,,N,"Administering the load plan for partners. Manage the delivery, and dispatch from the source to the partners."
10262,4.1.5.11,Manage cost of supply,0,,N,"Managing all expenses to provide products/services in the market. Estimate the overall cost of supplying of products/inventory, including the cost distributing it through various partners and channels. Consider the cost of all the logistical processes that occur from the moment a product is ready to be dispatched to the time it reaches the destination."
10263,4.1.5.12,Manage capacity utilization,0,,Y,"Determining the capacity utilization of the organization's production process. Realize the extent to which an enterprise uses its installed productive capacity (i.e., the relationship between output and the potential output if capacity was fully used)."
10226,4.1.6,Establish distribution planning constraints,0,,Y,Instituting the constraints for planning of distribution process. Create a plan that specifies every element in the distribution process from the blueprint of the distribution centers to how and when the inventory would reach the distribution centers.
10267,4.1.6.1,Establish distribution center layout constraints,0,,N,"Instituting the constraints for creating a layout for distribution center. Consider factors such as the number of customers, demand forecasting, product groups, condition of product conservation, warehousing, and transportation management."
10268,4.1.6.2,Establish inventory management constraints,0,,N,"Determining any problems that might be faced while managing inventory. Identify problems and possible issues in managing the warehousing of the raw materials, spares, and other items of inventory. Take stock of inventory needs, and determine the exact quantity of the inventory needed in the near future."
10269,4.1.6.3,Establish transportation management constraints,0,,N,"Identifying any potential constraints while deciding on the dispatch and delivery plan from the source to the various distribution centers. Decide how the inventory will be transported , which and how many transportation means to use, what route to take, etc."
19558,4.1.6.4,Establish storage management constraints,0,,N,"Determining potential constraints for physical storage and retrieval of components or products in a storage facility within a certain timeframe. Consider factors such as the building shape, height, capacity, door locations, lift equipment, automation, etc."
10227,4.1.7,Review distribution planning policies,0,,Y,"Revisiting and refurbishing the policies for planning the distribution process. Asses the distribution strategies, including how the products are to be made available and sent to different distributors. Set guidelines regarding relationships between the sources and the distribution centers."
10264,4.1.7.1,Review distribution network,0,,N,"Evaluating the system that defines how the products/inventory would reach from the source (i.e., manufacturer) to the destination (i.e., retailer/distributer)."
10265,4.1.7.2,Establish sourcing relationships,0,,N,Establishing relationships with transportation/distribution sources in order to ensure an effective distribution network and strategy. Screen and evaluate various sources available to pick out the best among them.
10266,4.1.7.3,Establish dynamic deployment policies,0,,N,"Creating strategic guidelines on the availability of the products at all the distribution centers. Create a dynamic network to ensure availability at all times, even in cases of defaults."
10368,4.1.8,Develop quality standards and procedures,0,,Y,Developing standards and procedures for maintaining the quality of products/services. Establish desired quality targets. Create standardized procedures for the quality. Ensure quality specifications are effectively communicated.
10371,4.1.8.1,Establish quality targets,0,,N,Defining specific qualitative and quantitative target figures.
10372,4.1.8.2,Develop standard testing procedures,0,,N,Creating standard procedures for testing the quality of products/services. Describe the steps of key processes to help ensure consistent and quality output. Define the routine instructions for performing the quality testing activity.
10373,4.1.8.3,Communicate quality specifications,0,,N,"Communicating the desired quality specifications to the manufacturing units, as well as the distribution centers, to avoid any misunderstanding or misinterpretation."
10216,4.2,Procure materials and services,2,"+16636, c10277",Y,"Creating a plan for procuring materials and services. Develop strategies for sourcing materials and services. Choose the most appropriate suppliers, and develop contracts with them. Order the materials and services as per the requirements. Manage relationships with suppliers."
10277,4.2.1,Provide sourcing governance,2,"+21616, RENAME, WAS:Provide sourcing governance and perform category management",Y,"Creating strategies for procuring materials and services from various sources, and for managing and evaluating categories. Establish a procurement process that describes the approach for obtaining products and purchasing activities. Evaluate the sources. Create sourcing relationships in order to continuously improve. Re-evaluate purchasing activities. "
10281,4.2.1.1,Develop procurement plan,0,,N,"Creating a plan for procuring materials and services. Plan what to buy, when, and from what sources. Include project requirements, the procurement team, the justification for the procurement, a timeline of events, and an explanation of the supplier selection process. Outline specific actions to start and complete purchases in order to adhere to best practices."
10282,4.2.1.2,Clarify purchasing requirements,0,,N,Defining the purchasing requirements for materials and services. Specify the exact inventory required for the production process. Create a specific quotation for all the sources in order to avoid any duplication or overlap.
10283,4.2.1.3,Establish materials management contingency plans,0,,N,"Developing a strategy to deal with issues projected to arise during implementation of the inventory plan. Identify how to react to issues that arise and require changes to the inventory plan, such as a vendor failing to deliver materials on time. Collaborate with production and suppliers to prepare solutions to projected problems."
10284,4.2.1.4,Match needs to supply capabilities,0,,N,Synchronizing the requirements of materials and services and the capacity of suppliers for providing these materials and services. Revamp the procurement needs of the company in consideration of the capabilities of the suppliers. 
10285,4.2.1.5,Analyze organization’s spend profile,0,,Y,"Evaluating the spend profile of the organization. Collect, cleanse, classify, and analyze the procurement data with the purpose of reducing procurement costs, improving efficiency, and monitoring compliance."
10286,4.2.1.6,Seek opportunities to improve efficiency and value,0,,Y,Seeking the most efficient sourcing and procurement opportunities.
21616,4.2.1.7,Collaborate with suppliers to align with long term business goals,1,NEW,N,"Collaborating with the suppliers of materials and services in order to determine new opportunities for sourcing, share market insights, manage risk, identify and align supplier capabilities with long-term business goals. "
10287,4.2.1.8,Collaborate with suppliers to identify sourcing opportunities,0,,N,Collaborating with the suppliers of materials and services in order to determine new opportunities for sourcing. 
16636,4.2.2,Develop category plan,8,"+11470, +16637, +16638, NEW, -10288, -10289, -10290, -10291",N,"Defining sourcing strategies and plans for categories of materials or services to optimize cost, supply continuity, value, and alignment with organizational requirements and market conditions."
11470,4.2.2.1,Analyze category/product positioning and performance,1,NEW,N,"Analyzing the position and performance of sourcing categories or products based on spend, supplier dynamics, market conditions, and value contribution to inform category planning decisions."
16637,4.2.2.2,Forecast demand for each category by market,1,NEW,N,"Forecasting demand for sourcing categories across relevant markets or consumption channels to support planning, supplier strategy, and capacity alignment."
16638,4.2.2.3,Assign revenue and margin targets to each category,1,NEW,N,"Establishing revenue, cost, and margin targets for sourcing categories to guide category strategy, sourcing decisions, and performance evaluation."
10278,4.2.3,Select suppliers and develop/maintain contracts,0,,Y,Evaluating supplier options to select the most effective and efficient suppliers. Validate selected suppliers. Establish and manage supplier contracts.
10288,4.2.3.1,Select suppliers,0,,N,"Evaluating the pros and cons of various suppliers. Choose the most appropriate and cost-effective suppliers on the basis of their material quality, delivery schedules, and costs."
10289,4.2.3.2,Certify and validate suppliers,0,,N,"Validating the supply sources, and provide certification as an official supplier."
10290,4.2.3.3,Negotiate and establish contracts,0,,N,"Legally binding suppliers with the company. Negotiate contracts individually with all the suppliers that include the promised material delivery, the delivery dates and duration, etc."
10291,4.2.3.4,Manage contracts,0,,N,Keeping contracts up-to-date with routine evaluation. Maintain order and discipline with the contracts in order to avoid any loss of information and mishaps.
10279,4.2.4,Order materials and services,0,,Y,Creating and approving requisitions and distributing purchase orders accordingly. Hasten the procurement process to satisfy internal needs.
10292,4.2.4.1,Process/Review requisitions,0,,N,"Handling operations related to processing/reviewing the requisitions. Establish and maintain procedures for the initiation, authorization, and processing of purchase requirements to procure products/services."
10293,4.2.4.2,Approve requisitions,0,,N,"Approving requisitions for materials and services. Examine distributor-specific requests, and validate them individually."
10294,4.2.4.3,Solicit supplier quotes,0,,N,Requesting quotes from suppliers. Use a request for quotation (RFQ) to invite suppliers into a bidding process for specific products/services.
10295,4.2.4.4,Create/Distribute purchase orders,0,,Y,Creating and placing the orders for purchasing materials and services from suppliers. Analyze vendor quotes. Choose the most cost-effective vendors. Create vendor-specific orders. Distribute them in order to initiate the purchasing process.
10296,4.2.4.5,Expedite orders and satisfy inquiries,0,,N,Accelerating the purchase orders in order to fulfill the internal needs (for raw materials) depicted through inquiries. 
10297,4.2.4.6,Reconcile purchase orders,0,,Y,"Verify that purchase orders are filled as expected: verify that items and quantities are delivered as expected, based on purchase order details and goods receipts."
10298,4.2.4.7,Research/Resolve order exceptions,0,,N,Identifying and resolving any exceptions. Address the internal needs/inquiries for materials that cannot be procured immediately. Research inquiries that require the need of exceptional materials.
10280,4.2.5,Manage suppliers,0,,Y,Collecting and analyzing new information in order to track and rate suppliers and build relationships. 
10299,4.2.5.1,Monitor/Manage supplier information,0,,Y,"Create and maintain vendor master files. Examining procurement and vendor performance. Report delivery timing and the quality of the materials procured through different vendors.  This data must align with vendor master file, see PCFID 10869."
10300,4.2.5.2,Prepare/Analyze procurement and supplier performance,0,,N,Assisting the production and inventory processes through the information and reports created. Use the information and metrics of the procurement and vendor performance to enhance or improve the production process.
10301,4.2.5.3,Support inventory and production processes,0,,N,"Support inventory and production processes by analyzing impact of procurement decisions and collaborating to constantly improve. (For example, perhaps minimum order requirements could be negotiated to be lower, to reduce excessive inventory and make production more flexible.)"
10302,4.2.5.4,Monitor quality of product delivered,0,,N,Track the performance of the suppliers on product quality. Use this information to further improve sourcing and supplier performance. 
10217,4.3,Produce/Assemble/Test product,0,,Y,Processing and delivering the finished goods manufactured by the organization. Schedule the production of products. Execute the product production activities. Perform tests to oversee and ensure quality of production. Maintain records of the production process. Track lots.
10303,4.3.1,Schedule production,0,,Y,Scheduling the production of final products. Generate a detailed schedule plan. Create and release production orders and lots. Schedule the planned and unplanned maintenance orders.
19563,4.3.1.1,Model and simulate plant,0,,N,"Creating a representation of plant facilities to optimize material flow, resource utilization, and logistics for all levels of plant planning from global production facilities, through local plants, to specific lines and enabling the comparison of production�alternatives,."
10306,4.3.1.2,Generate line level plan,0,,N,"Initiating the line-level plan for production. Break down the production schedule into specific lines, specifying the various objectives the production schedule."
10307,4.3.1.3,Generate detailed schedule,0,,N,"Broadening the line-level plan. Specify all the individual production processes, along with the timing and the duration to come up with a working schedule that tracks the whole process and any deviations that might occur."
10308,4.3.1.4,Schedule production orders and create lots,0,,N,"Creating a schedule to commence production of orders received, and creating lots to consolidate the processing. Plan when the production orders are to be initiated by commencing the operations for processing products/services. Specify which materials to produce, where to produce them, which operations will facilitate this, and on which date production is to start. Define the size of production lots, demarcating the durations of batch production."
10315,4.3.1.5,Plan for preventive maintenance,0,,N,Scheduling planned maintenance of the production equipment.
10316,4.3.1.6,Request unplanned maintenance,0,,N,Scheduling requested maintenance in order to address breakdowns where repairs or corrective remedies are needed immediately. Create a scheme for undertaking unplanned maintenance work on equipment/machinery that has come to be in urgent need for it. Express turnaround to redress using specialized personnel.
10309,4.3.1.7,Release production orders and create lots,0,,N,"Initiating the delivery of production orders, and creating lots. Communicate the order that specifies which material to produce, where to produce it, which operations to require, and on which date production takes place. Define how to settle the order costs. Create production lots, which is a particular production unit of an assembly that is planned and manufactured."
10304,4.3.2,Produce/Assemble product,0,,Y,Manufacturing the product. Convert the raw materials to develop consumer-ready products. Manage the raw materials to implement the detailed production schedule. Reproduce defectives to establish and remediate cause. Ensure production optimization and benchmark performance.
10310,4.3.2.1,Manage raw material inventory,0,,N,"Administering the inventory of raw materials. Manage the total cost of all component parts in stock but not yet used. Manage the cost of the direct materials (i.e., materials incorporated into the final product) and indirect materials (i.e., materials not incorporated into the final product but consumed during the production process)."
10311,4.3.2.2,Execute detailed line schedule,0,,N,Creating and implementing the detailed line production schedule on the ground level. 
10319,4.3.2.3,Report maintenance issues,0,,N,"Recording and reporting any deviations or issues in the maintenance schedule, in the performance to the production management team, and for unplanned maintenance."
10313,4.3.2.4,Rerun defective items,0,,N,Reproducing the items produced defectively. Assess the produced items by conducting quality and standardization tests in order to diagnose any discrepancies. Reproduce defective items.
19566,4.3.2.5,Monitor and optimize production process,0,,Y,"Integrating different resources in the production process: material, personnel, equipment, robotics, etc. Includes automating and controlling the plant, performing advanced process control and real-time optimization. This activity also includes managing plant alarms and alerts."
19567,4.3.2.5.1,Automate and control plant,0,,N,Creating and applying technology to monitor and control the production and delivery of products and services. Automation involves a broad range of technologies.
19568,4.3.2.5.2,Perform advanced process control,0,,N,"Including a broad range of techniques and technologies implemented within industrial process control systems that are routinely reviewed, audited, and improved, advanced process controls typically address particular performance or economic improvement opportunities. An advanced set of process control measures can be used to reduce variation and identify primary improvement options. Results of analysis are fed back into process design for incorporation into production. "
19569,4.3.2.5.3,Perform real-time optimization,0,,N,"Helping organizations increase performance and efficiency, real-time optimization is a category of closed-loop process control that aims at optimizing process performance in real time for systems. It is normally built upon model-based optimization systems and is usually large scale. Real-time optimization automatically detects errors, and can modify and eliminate both random and non-random errors, as well as analyze and monitor all systems involved."
19570,4.3.2.5.4,Manage plant alarms and alerts,0,,N,"Applying human factors and instrumentation engineering and systems thinking to manage the design of an alarm or alert system to increase its usability. Typical challenges include having too many alarms in a plant, poorly designed alarms/alerts, improperly set alarm/alert points, unclear alarm/alert messages, etc. Poor alarm management is one of the leading causes of unplanned downtime."
10314,4.3.2.6,Assess production performance,0,,N,Analyzing and benchmarking the production process to judge its effectiveness and efficiency. Create production metrics to numerically calculate the performance of the production process.
10369,4.3.3,Perform quality testing,0,,Y,Executing tests to evaluate the quality of the products manufactured. Calibrate the test equipment. Conduct the actual tests. Record the results and outcomes of the quality test conducted.
10318,4.3.3.1,Calibrate test equipment,0,,N,Regulating the equipment used for performing quality tests. Assess correspondence between the quality testing equipment and the desired quality standards. Ensure the calibration standard is more accurate than the instrument being tested.
10374,4.3.3.2,Perform testing using the standard testing procedure,0,,Y,"Performing testing using calibrated equipment and in consent with the standard testing procedure, including testing time."
20956,4.3.3.3,Manage quality samples,0,,N,"Selecting a set of elements from a product lot to draw conclusions or make inferences about the quality of the product lot from which the sample is drawn. Sampling is frequently used because gathering data on every product produced by a company is often impossible, impractical, or too costly to collect. "
10375,4.3.3.4,Record test results,0,,N,Documenting the results and outcomes of the quality tests. Track the performance of the production process. Record/Document it to evaluate the qualitative efficiency of the production process. Use electronic devices and software in order to ensure effectiveness in recording the results and outcomes of the test.
12045,4.3.3.5,Track and analyze non-conformance trends,0,,N,Managing and monitoring the occurrences of problems with a process or product. It is important that nonconformance occurrences are tracked in a standardized way so the data can easily be reviewed to assess the impact of the problem. Ongoing analysis of trends in nonconformance gives an organization the ability to make process changes to reduce the incidence and cost of nonconformances.
12046,4.3.3.6,Perform root cause analysis,0,,N,"Using a technique that helps people answer the question of why a problem occurred in the first place. It seeks to identify the origin of a problem using a specific set of steps, with associated tools, to find the primary cause of the problem to determine what happened, why, and how to reduce the likelihood that it will happen again."
10370,4.3.4,Maintain production records and manage lot traceability,0,,N,"Perpetuating the production records by systematically documenting and using it to ensure the effective management of lots. Determine the lot numbering system and its use. (The lot number enables tracking of the constituent parts, as well as labor and equipment records involved in the manufacturing of a product. It enables manufacturers and to perform quality control checks, calculate expiration dates, and issue corrections of their production output.)"
10376,4.3.4.1,Determine lot numbering system,0,,N,"Allotting an identification number to a particular quantity or lot of material manufactured. Assign lot numbers on the basis of specific production units, material similarity, etc. Place lot numbers on the outside of packaging."
10377,4.3.4.2,Determine lot use,0,,N,"Identifying the use of production lots. Define where, how, and when to use a specific production lot."
10219,4.4,Manage logistics and warehousing,1,21617,Y,Administering and overseeing all activities related to logistics and warehousing. Outline and establish a strategy for the logistics function. Plan and administer the flow of inbound materials. Administer the operational activities of warehousing and outbound transportation. Manage reverse logistics including returns and exchanges.
10338,4.4.1,Provide logistics governance,0,,Y,Outlining the strategy for managing logistics. Translate customer requirements logistic requirements. Create an efficient logistic network and outsourcing portions of logistics activities. Design a logistics strategy that optimizes transportation costs and schedule. Define key performance indicators.
10343,4.4.1.1,Translate customer service requirements into logistics requirements,0,,N,Determining the requirements for managing the flow of things between the point of origin and the point of consumption by assessing the service requirements of the customers.
10344,4.4.1.2,Design logistics network,0,,N,"Developing a network for logistical activities. Create a network of entities through which materials and information flow, encompassing all related activities associated with the flow of transformation of products."
